ID del damnificado;# integrantes;Familiares de apoyo (1 = SI);origen del damnificado (1 = local);años de instalación en la ciudad;Estrato social;Dias en albergue
1920;3;1;1;1;1;0
1921;2;1;0;1;1;4
1922;5;0;0;2;3;1
1923;2;1;0;3;2;6
1924;2;1;0;1;3;2
1925;3;0;0;2;2;16
1926;2;1;1;3;1;3
1927;1;1;1;1;1;8
1928;5;1;1;3;2;10
1929;1;0;0;2;1;14
1930;4;0;1;3;1;10
1931;5;1;0;2;4;0
1932;3;1;1;2;1;1
1933;6;1;0;1;2;2
1934;6;1;1;5;4;2
1935;2;1;0;4;3;5
1936;3;1;1;2;3;7
1937;1;0;1;1;1;1
1938;3;0;0;4;3;4
1939;5;0;0;2;3;0
1940;2;1;1;5;1;0
1941;2;1;1;5;1;14
1942;5;1;0;2;3;0
1943;7;1;1;5;3;1
1944;2;0;1;1;5;19
1945;5;1;0;5;5;0
1946;2;0;1;2;1;15
1947;4;1;0;5;3;4
1948;4;1;0;5;5;0
1949;5;0;0;3;1;44
1950;3;0;0;1;2;4
1951;5;1;1;3;3;3
1952;3;0;1;5;5;5
1953;3;1;0;4;3;1
1954;4;1;1;3;3;11
1955;2;1;0;3;2;4
1956;2;1;0;4;1;5
1957;5;0;1;3;2;28
1958;3;0;1;2;1;32
1959;2;1;1;2;2;10
1960;4;1;0;0;4;0
1961;3;0;0;1;5;6
1962;2;1;0;2;4;4
1963;5;1;1;3;1;11
1964;5;0;1;2;4;12
1965;3;1;1;5;1;14
1966;2;1;0;1;5;1
1967;3;1;1;1;2;21
1968;3;1;0;7;5;1
1969;4;1;1;5;4;8
1970;2;1;0;3;3;1
1971;2;1;0;2;2;12
1972;4;0;1;7;3;6
1973;3;1;1;4;2;11
1974;5;1;0;6;1;5
1975;3;1;0;2;2;2
1976;3;1;1;4;4;15
1977;2;1;1;3;5;9
1978;2;0;0;1;2;13
1979;2;1;1;4;3;1
1980;3;0;1;2;2;3
1981;5;1;1;4;5;1
1982;4;1;0;4;2;2
1983;4;0;1;4;3;2
1984;2;1;1;2;1;0
1985;5;0;1;3;2;6
1986;1;1;0;2;1;1
1987;5;1;0;2;2;2
1988;5;1;0;1;1;2
1989;3;1;1;3;3;24
1990;3;1;1;2;1;12
1991;3;1;0;5;2;1
1992;1;1;0;3;1;4
1993;6;0;1;4;3;3
1994;2;1;1;6;5;11
1995;2;1;0;1;2;1
1996;5;0;0;1;5;1
1997;4;1;0;5;2;1
1998;5;1;0;2;1;2
1999;5;1;0;2;2;3
2000;2;0;1;2;1;12
2001;2;0;1;2;2;2
2002;2;1;0;4;3;8
2003;1;0;0;1;2;1
2004;3;0;1;2;5;8
2005;2;1;0;9;1;8
2006;5;1;1;4;3;3
2007;3;1;1;4;2;1
2008;6;1;0;3;1;3
2009;3;1;1;4;1;23
2010;5;1;0;2;1;7
2011;2;1;0;5;2;3
2012;3;1;1;1;1;15
2013;3;1;0;2;1;0
2014;2;0;1;4;5;18
2015;3;1;0;3;1;13
2016;7;1;0;2;2;1
2017;5;1;1;5;2;3
2018;2;1;1;1;1;5
2019;5;1;0;2;2;5
2020;4;1;0;0;3;2
2021;8;0;0;5;1;6
2022;5;1;0;2;1;0
2023;2;1;0;1;3;6
2024;2;0;1;3;1;8
2025;6;0;1;4;2;2
2026;8;1;1;1;1;3
2027;1;1;0;3;3;4
2028;6;1;1;6;5;0
2029;3;1;1;3;2;13
2030;3;1;1;4;2;1
2031;3;0;0;1;5;3
2032;2;1;1;2;2;3
2033;2;1;0;5;3;0
2034;8;0;1;7;2;21
2035;2;1;1;2;2;1
2036;5;0;0;5;2;3
2037;7;1;1;3;3;1
2038;5;1;0;2;3;9
2039;3;1;0;2;4;2
2040;2;1;0;3;3;2
2041;5;1;0;3;4;0
2042;3;0;0;3;1;3
2043;5;1;0;3;2;2
2044;5;1;1;3;2;0
2045;3;1;1;2;1;4
2046;3;1;0;3;5;1
2047;3;1;0;1;3;0
2048;2;1;1;2;2;4
2049;2;1;1;3;1;14
2050;2;1;1;3;1;8
2051;1;1;0;5;1;7
2052;7;0;0;5;2;5
2053;1;0;1;4;3;1
2054;3;1;1;2;4;20
2055;4;0;1;5;1;6
2056;3;0;0;0;3;4
2057;3;1;0;5;2;3
2058;1;0;0;1;3;20
2059;5;0;1;4;5;7
2060;1;1;0;4;1;9
2061;6;0;1;2;3;7
2062;3;1;0;3;1;8
2063;2;0;1;3;3;10
2064;3;1;1;2;1;6
2065;2;0;0;3;2;1
2066;4;1;1;4;4;2
2067;2;1;0;3;1;1
2068;2;1;0;2;1;0
2069;3;0;0;3;1;3
2070;2;1;0;5;2;14
2071;2;1;1;1;1;7
2072;1;1;1;4;2;21
2073;5;1;0;0;1;5
2074;2;1;1;3;2;3
2075;2;1;1;1;5;4
2076;3;1;1;1;1;49
2077;3;1;0;2;2;1
2078;5;0;0;4;2;10
2079;1;1;1;1;2;5
2080;4;1;0;2;1;0
2081;2;1;1;2;2;3
2082;3;1;1;4;2;5
2083;2;0;1;3;3;7
2084;4;1;1;6;5;1
2085;5;0;0;5;1;32
2086;3;1;0;1;5;3
2087;2;1;1;5;2;19
2088;2;1;1;1;3;0
2089;2;0;1;3;3;34
2090;5;1;1;3;3;4
2091;2;1;0;0;1;6
2092;6;1;0;0;4;0
2093;3;1;0;2;2;2
2094;2;0;0;1;1;55
2095;2;1;1;2;1;5
2096;6;1;0;4;2;0
2097;3;0;1;1;3;1
2098;2;1;0;6;1;7
2099;8;0;1;1;2;17
2100;2;1;1;4;1;2
2101;2;1;1;5;1;30
2102;5;0;0;3;5;8
2103;2;1;1;2;1;9
2104;3;0;0;1;5;4
2105;2;1;1;4;2;1
2106;1;1;0;5;1;16
2107;5;0;1;3;1;2
2108;4;1;1;5;3;13
2109;3;1;1;1;5;3
2110;1;1;0;4;2;6
2111;2;1;1;3;5;1
2112;3;1;1;2;4;5
2113;4;0;1;4;5;4
2114;1;0;1;3;3;21
2115;2;0;1;2;2;10
2116;6;1;1;5;4;1
2117;4;1;0;2;2;3
2118;5;0;1;2;3;20
2119;4;1;1;3;2;8
2120;3;0;1;4;4;5
2121;5;1;1;3;2;8
2122;1;1;1;2;1;15
2123;5;0;1;4;5;1
2124;7;1;0;2;2;2
2125;5;1;1;4;3;0
2126;2;0;0;3;2;0
2127;5;1;0;3;3;2
2128;2;1;0;2;2;1
2129;2;1;1;2;2;0
2130;2;0;0;4;1;9
2131;1;0;1;3;1;14
2132;5;1;1;4;1;9
2133;3;1;1;0;1;6
2134;2;1;1;1;3;9
2135;3;0;1;1;4;10
2136;2;1;1;1;2;9
2137;2;1;0;5;1;0
2138;6;1;1;5;2;12
2139;5;1;0;5;3;0
2140;5;1;1;6;1;15
2141;4;1;1;1;5;0
2142;5;1;1;3;2;3
2143;4;1;1;2;1;2
2144;6;1;0;3;3;0
2145;5;0;1;0;5;8
2146;6;0;1;3;1;4
2147;2;1;0;3;2;11
2148;3;0;1;7;5;1
2149;2;0;1;1;3;1
2150;2;0;0;9;2;3
2151;4;0;0;3;1;4
2152;3;1;1;3;1;9
2153;2;1;1;4;3;4
2154;1;0;0;4;2;2
2155;1;1;1;3;3;5
2156;4;1;0;4;4;0
2157;2;0;0;1;1;13
2158;6;0;1;5;3;6
2159;1;0;1;2;2;3
2160;5;1;1;1;5;11
2161;8;1;1;3;2;0
2162;5;1;1;2;2;17
2163;1;1;1;4;3;3
2164;6;0;0;3;1;24
2165;1;1;0;4;3;3
2166;5;0;1;3;4;2
2167;4;1;0;2;4;0
2168;3;1;1;2;3;6
2169;7;0;1;3;4;4
2170;2;1;1;2;2;9
2171;5;1;1;2;5;6
2172;1;1;1;1;4;3
2173;6;0;0;3;3;5
2174;6;1;1;3;4;1
2175;3;1;0;2;4;5
2176;5;0;1;2;2;6
2177;2;1;1;3;5;1
2178;4;1;0;0;2;1
2179;2;0;1;5;1;3
2180;2;1;0;1;4;0
2181;5;1;1;1;3;7
2182;1;0;0;5;1;4
2183;4;1;1;2;3;10
2184;2;0;0;3;5;11
2185;8;1;1;3;1;2
2186;7;1;1;3;2;5
2187;5;0;1;1;1;17
2188;5;1;1;0;1;4
2189;7;0;1;2;2;19
2190;2;0;0;1;1;9
2191;2;1;0;6;5;9
2192;7;1;0;3;5;0
2193;5;1;1;2;1;6
2194;6;1;0;3;3;1
2195;2;0;0;3;2;12
2196;4;1;1;3;1;1
2197;2;0;0;4;2;21
2198;3;0;1;5;1;6
2199;3;1;0;1;3;15
2200;5;0;0;5;5;1
2201;4;1;0;3;4;0
2202;8;1;1;5;5;3
2203;1;0;0;1;5;4
2204;2;1;1;3;1;4
2205;2;1;0;2;3;1
2206;2;1;1;6;3;4
2207;3;1;1;6;5;2
2208;3;0;0;2;1;11
2209;2;1;0;3;3;7
2210;2;1;1;2;1;19
2211;6;1;0;6;2;5
2212;1;1;1;2;2;3
2213;4;1;0;4;5;0
2214;2;0;0;2;1;11
2215;3;1;1;2;2;6
2216;2;1;1;5;4;2
2217;3;1;0;3;1;26
2218;7;0;0;2;1;10
2219;6;0;0;2;5;0
2220;2;1;0;3;5;0
2221;4;1;1;3;2;2
2222;2;0;0;3;5;1
2223;2;1;0;0;2;5
2224;7;1;0;5;5;0
2225;2;1;1;3;2;18
2226;2;0;0;4;2;1
2227;7;0;1;1;2;6
2228;1;1;1;5;2;3
2229;4;1;0;2;1;4
2230;5;1;0;3;5;0
2231;2;0;0;2;4;6
2232;2;1;0;3;5;3
2233;3;1;0;1;1;1
2234;3;1;0;8;1;7
2235;4;1;1;3;1;3
2236;3;1;0;5;4;0
2237;2;0;0;0;1;20
2238;5;0;1;3;1;36
2239;3;0;1;2;5;0
2240;5;1;0;7;1;18
2241;5;1;0;1;4;0
2242;3;1;0;4;1;22
2243;1;1;1;3;2;2
2244;4;1;1;3;2;1
2245;3;1;1;0;4;1
2246;1;1;0;3;2;3
2247;2;1;1;5;1;18
2248;3;1;0;0;5;7
2249;7;1;1;1;2;4
2250;2;1;0;5;2;18
2251;7;1;1;5;1;0
2252;5;1;0;2;4;0
2253;3;1;0;4;2;2
2254;1;1;1;2;3;7
2255;1;1;1;3;1;12
2256;2;0;0;6;1;30
2257;4;1;1;2;3;5
2258;7;0;0;2;1;32
2259;3;1;0;8;5;11
2260;7;1;1;4;5;2
2261;3;0;0;5;2;3
2262;2;1;1;6;5;10
2263;5;1;0;4;2;7
2264;2;1;1;3;4;13
2265;3;1;1;2;1;1
2266;5;1;0;2;5;0
2267;4;1;1;6;1;12
2268;3;0;1;5;4;1
2269;4;1;0;0;3;0
2270;1;1;0;7;3;10
2271;5;1;0;4;5;0
2272;3;1;0;3;5;0
2273;5;1;1;3;3;0
2274;2;0;0;2;2;2
2275;5;1;0;4;3;5
2276;5;1;1;2;5;1
2277;3;0;1;3;2;3
2278;3;0;0;0;5;15
2279;2;1;1;4;1;3
2280;2;1;0;0;2;1
2281;5;1;1;0;2;2
2282;1;0;1;5;2;19
2283;3;0;1;6;1;17
2284;6;1;1;1;2;5
2285;6;0;0;2;2;1
2286;5;1;1;1;2;12
2287;2;1;0;2;1;4
2288;4;1;1;2;2;7
2289;1;0;0;3;3;24
2290;3;1;1;0;2;3
2291;7;0;0;3;1;8
2292;1;1;1;2;3;2
2293;3;1;0;2;2;8
2294;2;1;1;1;2;4
2295;2;1;1;5;5;1
2296;3;1;0;2;3;0
2297;2;1;0;3;4;0
2298;2;1;0;3;3;2
2299;2;0;0;3;2;2
2300;2;1;1;4;1;3
2301;3;1;0;8;1;2
2302;2;1;0;1;4;4
2303;2;0;0;2;3;9
2304;2;0;1;6;1;33
2305;2;0;0;2;3;12
2306;2;1;1;2;1;0
2307;7;0;1;4;5;1
2308;2;1;1;3;2;2
2309;5;1;0;7;4;4
2310;5;1;1;3;5;1
2311;7;1;1;7;2;8
2312;2;1;1;4;1;2
2313;3;1;1;4;2;1
2314;4;0;0;3;1;8
2315;5;1;0;3;5;0
2316;3;0;1;1;2;2
2317;2;1;0;3;1;1
2318;5;1;0;4;4;0
2319;5;1;1;4;1;1
2320;2;0;0;2;3;6
2321;6;1;1;3;1;3
2322;2;1;1;1;5;3
2323;2;1;1;3;2;4
2324;3;1;0;4;5;3
2325;5;0;1;5;3;2
2326;6;0;1;5;4;1
2327;4;1;0;4;5;0
2328;5;1;1;3;3;16
2329;3;1;1;3;4;2
2330;2;0;1;1;3;38
2331;8;1;0;2;1;1
2332;2;1;0;2;2;2
2333;3;1;0;2;5;1
2334;2;1;1;3;1;3
2335;5;1;1;4;2;1
2336;1;1;0;4;1;3
2337;1;1;1;1;1;33
2338;6;0;1;4;2;3
2339;5;1;1;4;1;9
2340;2;1;0;2;1;3
2341;1;1;1;2;1;2
2342;1;0;1;3;1;50
2343;3;1;1;8;3;9
2344;6;0;1;1;2;3
2345;1;1;1;2;1;3
2346;2;1;0;10;3;2
2347;3;1;1;2;1;0
2348;5;1;0;6;1;10
2349;1;0;0;2;2;7
2350;2;1;0;4;4;3
2351;5;0;1;4;1;0
2352;5;0;1;3;5;25
2353;3;0;0;1;1;5
2354;4;1;0;4;2;1
2355;5;0;1;5;5;16
2356;5;1;0;0;3;6
2357;1;0;1;3;3;6
2358;6;1;1;0;2;6
2359;4;1;1;2;2;3
2360;4;0;1;5;3;20
2361;2;0;0;0;2;14
2362;1;1;0;2;5;9
2363;7;1;0;2;1;4
2364;2;1;1;1;4;1
2365;2;1;1;1;3;0
2366;2;0;1;4;1;1
2367;1;1;1;6;3;23
2368;6;1;1;2;2;9
2369;7;1;1;2;1;9
2370;3;1;0;5;5;4
2371;1;0;1;2;4;1
2372;3;1;1;2;3;3
2373;5;0;0;2;2;13
2374;4;0;0;2;2;0
2375;4;1;1;1;2;2
2376;1;1;0;2;1;4
2377;1;0;0;6;3;7
2378;2;1;0;3;2;1
2379;4;0;1;0;1;16
2380;2;1;1;4;3;10
2381;1;1;1;3;5;1
2382;1;1;0;1;4;1
2383;4;1;1;4;1;5
2384;4;0;1;3;2;3
2385;1;1;0;1;3;4
2386;2;1;0;3;3;1
2387;5;0;0;3;3;4
2388;3;0;1;0;2;6
2389;5;0;0;6;1;10
2390;5;1;0;5;2;4
2391;2;1;1;4;1;2
2392;2;1;1;3;1;11
2393;1;1;0;3;4;0
2394;4;0;0;0;1;11
2395;5;1;1;4;5;1
2396;5;1;1;2;1;1
2397;4;1;1;4;2;2
2398;6;1;0;3;1;4
2399;2;0;0;5;3;1
2400;2;1;0;3;2;11
2401;2;0;1;4;4;17
2402;3;1;0;3;4;3
2403;3;1;1;1;1;11
2404;5;0;1;5;2;1
2405;3;1;0;4;2;5
2406;5;0;1;2;4;2
2407;5;1;0;8;2;6
2408;2;1;1;5;1;6
2409;5;1;1;2;2;12
2410;2;1;0;5;4;2
2411;3;0;1;2;4;13
2412;5;1;1;2;3;1
2413;2;1;0;3;1;2
2414;5;0;1;1;1;1
2415;6;1;0;5;4;0
2416;6;1;1;3;5;1
2417;5;0;1;2;4;2
2418;2;0;0;2;1;0
2419;3;1;1;3;1;0
2420;5;1;0;4;5;0
2421;7;1;0;3;1;5
2422;2;1;1;1;1;3
2423;5;0;0;3;2;6
2424;5;1;0;4;1;1
2425;1;1;0;0;1;3
2426;1;1;1;1;4;0
2427;8;1;1;2;2;2
2428;1;1;0;2;2;2
2429;3;0;0;2;3;2
2430;3;1;1;2;3;19
2431;3;1;1;0;1;4
2432;5;1;1;3;1;12
2433;4;1;0;2;1;4
2434;3;1;1;1;2;27
2435;2;1;1;4;2;0
2436;2;1;1;2;4;15
2437;3;1;0;6;1;5
2438;5;0;1;2;3;1
2439;2;0;1;7;2;9
2440;5;1;1;6;4;2
2441;1;0;0;4;1;6
2442;2;0;1;0;2;15
2443;6;0;0;3;1;4
2444;2;0;0;4;4;0
2445;5;0;1;5;5;3
2446;5;1;1;6;2;3
2447;4;1;0;2;2;1
2448;5;1;0;3;4;0
2449;1;0;1;2;5;3
2450;3;1;1;4;3;8
2451;2;1;0;2;4;2
2452;4;1;1;3;4;7
2453;2;1;1;3;1;0
2454;2;0;0;1;5;7
2455;2;1;1;2;1;1
2456;8;0;1;4;1;34
2457;6;1;0;5;3;1
2458;1;0;1;5;2;15
2459;2;0;1;2;2;19
2460;5;1;1;3;3;2
2461;1;1;1;5;4;3
2462;5;1;0;3;1;1
2463;5;1;1;3;5;2
2464;3;0;0;11;3;0
2465;6;0;0;6;1;19
2466;8;1;0;3;1;2
2467;2;1;0;4;4;1
2468;3;1;0;5;2;31
2469;3;0;0;0;4;4
2470;5;0;0;3;1;16
2471;2;0;1;4;1;3
2472;2;0;1;0;5;1
2473;5;1;1;4;1;4
2474;8;1;1;1;2;9
2475;2;0;0;2;1;13
2476;2;1;1;4;4;1
2477;5;1;1;4;2;7
2478;2;1;1;2;3;2
2479;2;1;0;3;2;3
2480;5;1;1;6;4;0
2481;5;1;1;2;2;1
2482;2;1;1;5;2;5
2483;5;0;1;1;3;7
2484;5;1;1;4;1;3
2485;2;1;1;2;3;25
2486;1;1;0;4;2;0
2487;3;0;1;2;1;8
2488;2;1;0;3;5;1
2489;2;1;0;4;1;4
2490;5;0;1;1;5;3
2491;5;1;1;2;1;3
2492;5;1;1;1;5;0
2493;4;0;1;5;3;4
2494;2;1;1;3;2;0
2495;2;1;1;5;4;9
2496;3;0;1;3;1;7
2497;2;0;1;5;3;1
2498;4;1;0;1;3;1
2499;3;1;1;3;3;7
2500;5;0;0;3;1;8
2501;1;0;1;4;2;2
2502;3;0;1;6;3;9
2503;2;0;0;6;1;3
2504;3;1;0;0;3;8
2505;7;1;1;2;5;1
2506;5;0;0;3;2;11
2507;5;1;0;5;1;8
2508;2;0;1;6;2;0
2509;3;0;0;2;4;3
2510;4;1;1;2;3;10
2511;7;1;0;5;3;5
2512;5;1;1;2;3;2
2513;3;1;0;2;1;1
2514;3;1;1;3;3;13
2515;3;1;0;3;2;2
2516;8;1;0;2;3;0
2517;6;1;1;1;2;2
2518;1;1;1;4;2;12
2519;3;1;1;4;3;1
2520;3;1;1;4;1;36
2521;5;1;1;3;2;0
2522;6;0;1;3;2;2
2523;1;1;1;2;5;4
2524;3;1;0;0;1;5
2525;4;0;1;1;2;5
2526;5;0;1;7;5;4
2527;2;1;1;3;1;20
2528;5;1;1;1;3;12
2529;3;0;1;6;2;7
2530;8;1;1;2;1;5
2531;2;0;0;5;1;1
2532;2;1;1;4;4;12
2533;2;0;0;2;2;9
2534;1;0;0;4;1;24
2535;5;0;0;3;1;3
2536;2;1;1;4;1;39
2537;4;1;0;1;1;10
2538;1;1;0;4;3;1
2539;7;1;1;1;2;3
2540;2;1;0;1;5;2
2541;4;0;1;1;2;0
2542;3;1;0;5;2;1
2543;5;1;0;2;2;0
2544;5;0;1;2;5;1
2545;3;1;1;2;4;3
2546;4;0;1;4;3;3
2547;6;1;0;4;1;2
2548;2;0;0;3;1;13
2549;6;1;1;2;2;13
2550;5;1;0;4;5;0
2551;2;1;0;7;3;27
2552;2;1;1;5;1;32
2553;4;1;1;3;2;5
2554;4;1;1;3;2;5
2555;2;1;0;1;2;4
2556;4;1;1;4;3;4
2557;5;1;0;1;1;1
2558;5;1;1;3;1;3
2559;1;1;0;1;1;2
2560;4;0;0;8;2;9
2561;1;1;0;3;3;5
2562;4;1;1;4;1;0
2563;1;1;1;0;1;12
2564;2;1;0;4;3;0
2565;3;0;1;2;5;1
2566;1;0;0;5;3;5
2567;2;0;1;1;2;0
2568;6;0;1;3;1;22
2569;3;1;1;9;2;20
2570;3;0;0;2;2;5
2571;1;1;1;3;2;5
2572;2;1;1;5;3;8
2573;5;1;1;4;2;0
2574;5;1;0;1;2;1
2575;2;1;1;5;1;9
2576;2;1;0;1;2;3
2577;3;0;0;1;1;19
2578;2;1;1;4;4;4
2579;2;1;0;7;1;7
2580;2;0;1;3;3;3
2581;3;0;1;2;4;9
2582;1;1;1;3;3;1
2583;1;0;0;3;5;2
2584;6;1;1;4;1;21
2585;1;1;0;4;3;2
2586;1;0;1;4;2;10
2587;4;1;0;0;1;3
2588;5;0;0;4;3;1
2589;5;1;1;0;1;18
2590;2;0;1;2;2;11
2591;7;1;0;3;1;1
2592;2;1;0;0;1;16
2593;2;1;1;4;2;0
2594;3;1;1;6;2;15
2595;6;0;1;2;2;1
2596;2;0;1;0;1;15
2597;5;1;0;2;2;1
2598;4;1;1;1;1;5
2599;2;0;0;1;1;1
2600;1;0;0;2;2;10
2601;3;0;0;1;2;6
2602;3;0;1;3;2;18
2603;5;1;0;7;1;12
2604;6;0;1;3;4;3
2605;6;0;0;3;5;0
2606;3;0;1;1;1;15
2607;1;0;0;5;3;3
2608;1;1;0;0;5;1
2609;2;1;1;2;2;4
2610;2;0;1;3;5;17
2611;4;1;1;1;4;3
2612;3;1;0;5;4;2
2613;7;0;1;6;3;7
2614;3;1;1;3;2;12
2615;5;1;1;9;2;4
2616;1;1;1;7;3;8
2617;2;0;1;2;4;17
2618;1;0;0;4;3;7
2619;1;0;1;3;3;17
2620;7;1;0;1;1;6
2621;3;1;0;3;2;2
2622;2;0;0;4;3;2
2623;5;0;1;3;2;31
2624;3;0;1;6;2;16
2625;2;0;1;4;3;17
2626;5;1;0;4;2;3
2627;1;0;1;1;5;2
2628;1;0;1;1;1;4
2629;7;0;1;3;1;3
2630;5;0;1;2;4;9
2631;2;0;1;0;3;5
2632;5;1;1;1;1;3
2633;5;1;0;2;4;0
2634;5;1;1;5;1;17
2635;4;0;1;1;1;4
2636;5;1;1;5;1;4
2637;6;1;0;1;3;4
2638;4;0;1;7;3;2
2639;2;1;0;5;1;6
2640;4;1;0;4;1;2
2641;4;1;1;2;2;3
2642;1;1;0;5;1;2
2643;2;0;1;3;2;1
2644;5;0;1;4;3;10
2645;4;1;0;2;4;0
2646;6;0;1;1;4;3
2647;4;1;0;0;2;1
2648;2;1;1;3;5;1
2649;3;1;1;6;3;2
2650;5;1;1;3;2;3
2651;4;1;1;1;5;2
2652;5;1;0;2;1;3
2653;8;1;1;2;4;5
2654;3;0;0;7;2;14
2655;7;1;1;4;2;13
2656;3;0;1;1;3;12
2657;5;1;1;4;1;7
2658;5;1;0;3;2;7
2659;3;0;1;2;3;13
2660;4;0;1;4;5;2
2661;5;0;0;0;1;1
2662;3;1;1;1;1;2
2663;1;1;0;3;2;0
2664;5;0;0;3;5;4
2665;4;1;1;4;3;0
2666;5;1;0;3;1;1
2667;1;1;0;4;2;1
2668;2;1;1;4;5;9
2669;1;1;0;1;3;0
2670;2;1;1;5;2;9
2671;5;1;1;3;2;6
2672;4;0;0;1;4;2
2673;5;1;1;2;3;18
2674;4;0;1;1;3;12
2675;1;1;1;1;5;8
2676;3;1;1;2;2;0
2677;2;1;0;3;1;9
2678;1;0;1;3;3;9
2679;2;1;0;5;2;4
2680;4;0;1;4;2;2
2681;5;1;0;2;5;0
2682;3;1;0;5;5;2
2683;2;1;1;1;2;12
2684;5;1;0;1;1;2
2685;4;0;0;3;4;2
2686;6;1;1;1;3;3
2687;5;1;1;2;2;3
2688;2;1;0;4;3;1
2689;5;1;1;4;5;0
2690;6;1;0;4;2;2
2691;2;0;0;3;1;5
2692;3;1;0;0;3;1
2693;3;1;0;5;3;3
2694;5;0;1;3;3;14
2695;5;1;0;4;2;4
2696;1;0;0;2;3;3
2697;3;1;0;4;1;9
2698;2;1;0;2;2;1
2699;2;1;1;3;2;1
2700;2;1;0;1;4;3
2701;3;1;0;6;3;23
2702;2;1;0;0;2;1
2703;2;1;1;1;3;2
2704;2;0;0;7;1;1
2705;5;1;1;3;1;4
2706;5;1;0;2;2;2
2707;7;0;0;1;1;5
2708;1;1;0;2;3;1
2709;2;0;1;6;1;27
2710;6;0;0;3;1;13
2711;6;1;1;3;2;4
2712;3;1;1;4;4;0
2713;4;0;1;5;3;0
2714;2;1;0;3;2;4
2715;2;1;1;1;4;8
2716;2;1;0;1;2;6
2717;5;1;1;5;2;6
2718;6;1;1;4;1;8
2719;4;0;1;5;3;0
2720;2;1;1;0;2;7
2721;4;0;1;1;1;24
2722;1;1;0;5;5;13
2723;2;0;1;3;1;10
2724;2;0;1;2;4;4
2725;3;1;1;1;1;7
2726;5;0;0;5;3;1
2727;5;0;0;2;1;4
2728;5;0;0;1;5;5
2729;2;0;1;1;2;34
2730;1;1;1;1;4;1
2731;3;1;1;0;1;2
2732;3;1;0;2;1;11
2733;5;1;0;4;1;0
2734;7;1;0;4;4;0
2735;1;0;0;5;2;16
2736;4;0;1;3;2;11
2737;2;1;1;6;2;4
2738;1;1;1;4;1;62
2739;5;1;1;5;3;6
2740;2;1;0;3;5;2
2741;4;1;1;2;4;5
2742;1;1;0;5;2;7
2743;6;1;0;3;3;1
2744;3;1;1;2;2;9
2745;1;1;1;4;2;5
2746;2;0;1;2;3;9
2747;5;1;0;5;1;20
2748;5;1;1;1;1;3
2749;5;1;1;3;3;11
2750;8;1;1;5;2;7
2751;4;1;0;4;2;0
2752;1;1;1;1;2;4
2753;1;1;1;2;1;2
2754;1;1;1;2;5;6
2755;2;1;0;5;1;1
2756;5;1;1;1;2;2
2757;2;1;0;5;4;0
2758;3;1;1;1;4;2
2759;4;1;0;0;3;0
2760;2;0;1;4;1;15
2761;1;0;1;5;3;4
2762;3;0;0;2;5;1
2763;1;1;0;2;2;0
2764;5;1;1;1;4;3
2765;3;0;1;2;3;27
2766;3;1;1;5;3;7
2767;4;1;1;1;5;0
2768;3;0;1;2;1;14
2769;5;0;0;5;1;1
2770;3;1;1;1;1;1
2771;2;1;1;4;1;9
2772;2;0;1;4;4;0
2773;4;1;1;3;2;12
2774;3;1;1;5;1;11
2775;1;1;1;5;2;1
2776;2;1;0;3;1;4
2777;2;1;0;2;4;7
2778;5;1;1;2;1;22
2779;3;1;0;1;2;5
2780;2;0;0;6;4;2
2781;4;1;1;3;2;4
2782;2;1;0;2;2;0
2783;5;1;0;3;1;2
2784;6;1;1;1;1;2
2785;6;1;0;3;2;1
2786;4;0;0;1;4;1
2787;5;1;1;2;4;2
2788;2;1;0;1;1;8
2789;2;1;0;1;1;1
2790;2;1;1;2;1;6
2791;3;0;1;3;1;5
2792;5;1;0;3;3;0
2793;3;0;1;4;1;8
2794;5;0;0;2;3;4
2795;4;0;1;4;3;11
2796;3;1;0;4;1;10
2797;4;1;0;2;3;0
2798;4;0;1;3;2;4
2799;3;1;1;0;1;8
2800;3;0;0;2;4;10
2801;5;1;0;2;2;1
2802;1;1;1;2;2;7
2803;2;1;1;3;2;2
2804;3;0;0;2;4;0
2805;2;1;0;2;2;1
2806;2;1;1;1;2;1
2807;5;0;0;2;2;3
2808;3;0;0;3;5;2
2809;2;0;0;2;2;5
2810;7;1;1;2;4;4
2811;3;1;1;4;3;2
2812;5;1;0;4;4;0
2813;2;1;1;1;3;3
2814;3;0;0;3;1;0
2815;2;1;1;4;5;2
2816;3;0;0;2;1;15
2817;2;1;1;0;1;4
2818;6;0;1;1;1;5
2819;3;1;0;3;1;0
2820;2;0;1;2;1;5
2821;2;1;1;4;1;11
2822;7;1;1;3;2;12
2823;4;1;0;2;1;8
2824;6;1;1;1;2;8
2825;2;1;0;4;2;2
2826;2;1;0;5;3;7
2827;3;0;1;1;3;23
2828;6;0;1;3;3;0
2829;5;1;1;4;5;2
2830;1;0;0;3;1;2
2831;2;1;0;3;4;1
2832;6;1;0;2;3;2
2833;2;1;1;1;3;8
2834;3;0;0;1;2;6
2835;6;0;0;3;1;1
2836;2;1;1;2;3;4
2837;5;1;0;4;2;2
2838;2;1;1;3;2;9
2839;4;0;0;2;1;4
2840;1;1;1;4;4;17
2841;5;1;0;1;3;2
2842;2;1;0;4;2;2
2843;2;1;1;1;2;7
2844;5;1;0;4;1;7
2845;2;1;1;2;5;9
2846;5;0;0;1;3;1
2847;6;1;0;2;5;0
